paper_id,title,field,value,status,page,decision,reason,snippet
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",datasets,PoseBusters,supported,1,add,Supported dataset or benchmark value absent from the original gold row.,"NDR, a curated dataset comprising ligand-pocket co-crystal complexes specifically de- signed to address existing data quality issues. Empirical evaluations demonstrate that FLOWR surpasses current state-of-the-art diffusion- and flow-based methods in terms of PoseBusters-validity, pose accuracy, and interaction recovery, while offering an inference speedup, achieving up to 70-fold faster performance. In addition, we introduce FLOWR.MULTI, a highly accurate multi-purpose model allowing for the targeted sampling of ligands that"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",datasets,PDBBind,supported,2,add,Supported dataset or benchmark value absent from the original gold row.,"attention as a method for evaluating the quality of binding poses and designing better small molecule drug candidates Errington et al. [2024], Harris et al. [2023]. At the same time questions have been raised about the quality of existing benchmark datasets – PDBBind Wang et al. [2005] has been found to contain covalently bound ligands, missing atoms in pockets, and steric clashes between the pocket and the ligand Wang et al. [2024]. CROSSDOCKED2020 Francoeur et al. [2020], another commonly used dataset for pocket-conditi"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",datasets,PLINDER,supported,2,add,Supported dataset or benchmark value absent from the original gold row.,"such data to internalize biased, flawed, and unrealistic distributions of ligand-pocket interactions. To address these critical issues, we introduce SPINDR, a high-quality benchmark dataset specifically developed for SBDD, derived from the recently presented PLINDER dataset Durairaj et al. [2024]. In constructing SPINDR, we implemented an extensive filtering and structural refinement pipeline designed to correct structural defects prevalent in existing datasets Wang et al. [2024], accurately infer protonation states, ato"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",datasets,ChEMBL,supported,21,add,Supported dataset or benchmark value absent from the original gold row.,"e SPINDR dataset exhibits substantially lower delta relaxation energies compared to CROSSDOCKED2020. Additionally, following Walters et al. [1999], odd ring systems are defined as ring structures that occur infrequently (fewer than 100 occurrences) within the ChEMBL database, indicating unusual or potentially problematic chemical motifs. Reactive functional groups were identified using standard medicinal chemistry filters, specifically the Dundee and LINT substructure collections. On all three metrics, SPINDR shows on av"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",models_or_methods,scalable E(3)-equivariant message passing,supported,23,add,Supported method/component with proposed-method context.,"ves xt from the uniform prior towards the data distribution, analogously to the Euler integration used for continuous variables. 2.5 The SEMLA Architecture and FLOWR Extensions The neural network architecture for FLOWR is based on SEMLA Irwin et al. [2024], a scalable E(3)-equivariant message passing architecture originally proposed in the SEMLAFLOW framework for unconditional 3D molecular generation. 23"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",models_or_methods,fragment-based ligand generation,supported,1,review,Method evidence does not clearly say it is the paper's proposed method.,"FLOWR – FLOW MATCHING FOR STRUCTURE-AWARE De Novo, INTERACTION- AND FRAGMENT-BASED LIGAND GENERATION Julian Cremer1,∗,†, Ross Irwin2,3,∗,†, Alessandro Tibo2, Jon Paul Janet2, Simon Olsson3, Djork-Arn´e Clevert1 1Machine Learning & Computational Sciences, Pfizer Worldwide R&D, Berlin, Germany 2Molecular AI, Discovery Sciences, R&D, AstraZeneca, Gothenburg, Sw"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",models_or_methods,equivariant flow matching,supported,17,review,Method evidence does not clearly say it is the paper's proposed method.,"Machine Learning Research, pages 8867–8887. PMLR, 17–23 Jul 2022. URL https://proceedings.mlr. press/v162/hoogeboom22a.html. Ross Irwin, Alessandro Tibo, Jon Paul Janet, and Simon Olsson. Semlaflow – efficient 3d molecular generation with latent attention and equivariant flow matching, 2024. URL https://arxiv.org/abs/2406.07266. Harry C Jubb, Alicia P Higueruelo, Bernardo Ochoa-Monta˜no, Will R Pitt, David B Ascher, and Tom L Blundell. Arpeggio: A web server for calculating and visualising interatomic interactions in protein structures. J"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",models_or_methods,conditional flow matching,supported,22,add,Supported method/component with proposed-method context.,"hown in Supplementary Table S2. Supplementary Section 2: Additional Model Details Here we provide the methodological foundations and notation for the flow matching framework used in FLOWR. Our approach builds on continuous normalizing flows (CNFs) trained via conditional flow matching (CFM) [Shaul et al., 2024, Lipman et al., 2023], which combines the stable regression objectives of diffusion models with efficient deterministic inference in a simulation-free framework. We specifically employ optimal transport CFM (OT-CFM) [Tong et al., 202"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",models_or_methods,self-conditioning,supported,16,review,Method evidence does not clearly say it is the paper's proposed method.,"ve flows on discrete state-spaces: Enabling multimodal flows with applications to protein co-design, 2024. URL https://arxiv. org/abs/2402.04997. Ting Chen, Ruixiang ZHANG, and Geoffrey Hinton. Analog bits: Generating discrete data using diffusion models with self-conditioning. In The Eleventh International Conference on Learning Representations, 2023. URL https://openreview.net/forum?id=3itjR9QxFw. Julian Cremer and Ross Irwin. FLOWR (v1.0), 2025a. URL https://doi.org/10.5281/zenodo.18668261. Julian Cremer and Ross Irwin. SPINDR ("
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",models_or_methods,latent attention,supported,4,add,Supported method/component with proposed-method context.,"our model generates ligands based on protein pocket and pocket-ligand feature conditioning. The neural network architecture for FLOWR is based on the recently proposed SEMLA architecture Irwin et al. [2024], an E(3)-equivariant message passing framework with latent attention that achieves state-of-the-art results on unconditional 3D molecular generation. We extend SEMLA to allow conditional generation by incorporating a separate pocket encoder and adding an equivariant cross-attention module within the ligand decoder, enabling st"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",models_or_methods,PoseBusters,supported,1,review,This looks like a comparison/baseline/tool name; confirm before treating it as the paper method.,"NDR, a curated dataset comprising ligand-pocket co-crystal complexes specifically de- signed to address existing data quality issues. Empirical evaluations demonstrate that FLOWR surpasses current state-of-the-art diffusion- and flow-based methods in terms of PoseBusters-validity, pose accuracy, and interaction recovery, while offering an inference speedup, achieving up to 70-fold faster performance. In addition, we introduce FLOWR.MULTI, a highly accurate multi-purpose model allowing for the targeted sampling of ligands that"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",models_or_methods,PLINDER,supported,2,review,This looks like a comparison/baseline/tool name; confirm before treating it as the paper method.,"such data to internalize biased, flawed, and unrealistic distributions of ligand-pocket interactions. To address these critical issues, we introduce SPINDR, a high-quality benchmark dataset specifically developed for SBDD, derived from the recently presented PLINDER dataset Durairaj et al. [2024]. In constructing SPINDR, we implemented an extensive filtering and structural refinement pipeline designed to correct structural defects prevalent in existing datasets Wang et al. [2024], accurately infer protonation states, ato"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",metrics,binding affinity,supported,8,review,Generic metric label; confirm whether the paper reports it as a main evaluation metric.,"peed-up over PILOT while impacting model performance comparably little. In Tab. 3 we compare PILOT and FLOWR in terms of strain energy (calculated using GenBench3D Baillif et al. [2024]), AutoDock-Vina score (used as an approximate measure of pose quality and binding affinity Eberhardt et al. [2021]), and their ability to generalize to the test set distribution based on Wasserstein distance measures for bond angles, bond lengths and dihedral angles following Vignac et al. [2023], Le et al. [2023], Cremer et al. [2024]. A more comp"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",metrics,pocket validity,supported,9,add,Supported metric value absent from the original gold row.,"nsistently outperforms PILOT across all evaluated metrics, demonstrating substantially improved capability in modeling and generalizing ligand-pocket complex distributions. Specifically, we observe an average increase of approximately 15% in ligand and ligand-pocket validity metrics, along with substantially improved AutoDock-Vina scores, indicating higher-quality generated poses. Interestingly, using FLOWR with only 50 inference steps consistently yields better results and yields comparable or slightly worse results with 20 infe"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",metrics,inference time,supported,6,add,Supported metric value absent from the original gold row.,"he mean ± standard deviation of per-target validity rates (RDkit, PB). FLOWR is evaluated at 20, 50, and 100 integration steps. Note, both RDKit- and PoseBusters-validity are evaluated on the full set of generated ligands per target. b Bar plot comparing mean inference times (in seconds, log scale) for generating 100 ligands per target across models. Bar heights represent the mean wall-clock time, with error bars in black indicating the standard deviation. Exact mean values are annotated above each bar. FLOWR timings are evaluat"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",metrics,strain energy,supported,6,add,Supported metric value absent from the original gold row.,"TDIFF, DIFFSBDD, PILOT and DRUGFLOW on the CROSS- DOCKED2020 test dataset. We follow the conventions in this field and sample 100 ligands per test target, of which there are 100. We evaluate the most expressive metrics, namely PoseBusters-validity, GenBench3D strain energy, AutoDock-Vina scores and the Wasserstein distance of the generated ligands’ bond angles (BondA.W1) and bond lengths (BondL.W1) distributions relative to the test set. For all values, we report the mean across ligands and targets and the average standard devi"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",metrics,docking score,supported,11,add,Supported metric value absent from the original gold row.,"tile (75th percentile); the left half corresponds to FLOWR (pink) and the right half to FLOWR.MULTI (green). b,c Two-dimensional (2D) kernel density estimates of per-ligand protein–ligand interaction fingerprint (PLIF) Tanimoto similarity versus AutoDock Vina docking score for FLOWR (b) and FLOWR.MULTI (c). Dotted lines indicate the respective mean values. Interaction fingerprints were calculated using PROLIF. Table 5: Evaluation of FLOWR.MULTI on 5YEA and 4MPE. Performance evaluation for interaction-, scaffold-, and functional"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",metrics,success rate,supported,8,review,Generic metric label; confirm whether the paper reports it as a main evaluation metric.,w Matching for Structure-Aware de novo and Conditional Ligand Generation Test set FLOWR PILOT 15 10 5 Vina score 6wvh 5enr 5wgz 2yc5 3hf8 2ica 2q3j 5buh 2wcx 7nn0 4kax 4x3m 3lu8 3ikg 5dw6 6cfc 6cq9 5t2p 7d7u 6m47 6yy6 5eq9 4rus 101 Mean Vina score (log scale) Success rate: FLOWR: 29.5% PILOT: 16.7% Test set FLOWR PILOT Figure 4: Comparison of PILOT and FLOWR on AutoDock-Vina scores on SPINDR. a Violin plots of per-target mean Vina scores across the SPINDR test set targets sampling 100 ligands per target with embedded box plots
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",metrics,mean RMSD,supported,8,add,Supported metric value absent from the original gold row.,"strain energies reflect subtle deviations in bond angles and lengths rather than gross structural defects—simple MMFF94s-based relaxation with fixed protein pockets reduces strain energies to 28.05 ± 28.25 kcal/mol, below the test set average. In addition, a mean RMSD of 0.775 ± 0.144 ˚A confirms that generated molecules readily relax to low-energy conformations with minimal structural perturbation (see Fig. S3 in App. 3), while mean PB-validity increases to 0.95 ± 0.08 and mean Vina score decreases to -6.97 ± 0.89. Additi"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",metrics,SA score,supported,11,add,Supported metric value absent from the original gold row.,"randomly selected test targets with PDB-ID 5YEA and 4MPE, respectively. We report PoseBusters-validity (PB-validity) across 100 ligands per target, the mean Vina score (kcal/mol) as well as interaction recovery rate (PLIF recovery) and synthesizability score (SA score). PROTEIN METRIC REFERENCE FLOWR.MULTIinteract.-cond. FLOWR.MULTIscaffold-cond. FLOWR.MULTIf. group−cond. 5YEA PB-VALIDITY ↑ 1.0 0.90 0.98 0.89 VINA SCORE ↓ -9.57 -8.96 -8.71 -8.99 VINA SCORE (TOP-10) ↓ - -10.08 -10.16 -8.99 PLIF RECOVERY RATE ↑ - 0.87 0.75 0"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",metrics,Lipinski,supported,25,add,Supported metric value absent from the original gold row.,"ormer-based uniqueness and diversity. As indicators of drug-likeness, we report RDKit’s Quantitative Estimate of Drug-likeness (QED), the Synthetic Accessibility Score (SAScore) Ertl and Schuffenhauer [2009], molecular weight, logP values, and compliance with Lipinski’s Rule of Five. 3.1 FLOWR vs. PILOT In Supplementary Table S3, we report the results comparing PILOT and FLOWR for both settings, without explicit and with explicit hydrogens in training and inference, respectively. On average, PILOT shows higher novelty, uni"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",metrics,PB-valid,supported,6,add,Supported metric value absent from the original gold row.,"mean across ligands and targets and the average standard deviation across targets as subscripts. For all models, we ran all evaluations on the subset of RDKit-valid ligands. Arrows (↑/↓) indicate that higher or lower values are preferred, respectively. MODEL PB-VALID↑ STRAIN↓ VINA SCORE↓ VINA SCOREMIN↓ BONDA.W1↓ BONDL.W1 [10−2]↓ SIZE TIME (S)↓ POCKET2MOL 0.76 ± 0.39 147.22 ± 61.41 -4.72 ± 1.47 -5.80 ± 1.26 2.04 0.66 17.04 ± 4.11 2320 ± 45 DIFFSBDD 0.38 ± 0.46 519.03 ± 251.32 -2.97 ± 5.21 -4.71 ± 3.30 7.00 0.51 24.85 ± 8.9"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",metrics,QED,supported,12,add,Supported metric value absent from the original gold row.,nifold Approximation and Projection (UMAP). Average diversity of the sampled ligand sets and average similarity to the reference are reported. Each generation mode is represented by a distinct color as indicated in the legend. Vina score: -9.74 SA score: 0.84 QED: 0.61 logP: 4.07 Chemical similarity: 0.16 Interaction similarity: 1.00 Vina score: -9.57 SA score: 0.82 QED: 0.55 logP: 4.18 Reference Interaction-cond. Scaffold-cond. 5YEA Vina score: -9.72 SA score: 0.82 QED: 0.44 logP: 5.13 Chemical similarity: 0.28 Inter
paper_021,PoseBusters: AI-based docking methods fail to generate physically valid poses or generalise to novel sequences,task,physical validity assessment for generated ligand poses,supported,3,review,Task labels are interpretive and should be curated manually.,"h spaces for DiﬀDock, Deep- Dock, EquiBind, and TankBind but larger than default search spaces for AutoDock Vina, Gold, and Uni-Mol such that they are more comparable with the blind docking methods. ESI Fig. S1† shows the search spaces for one example protein–ligand complex. We show results for Uni-Mol across a range of binding site de- nitions starting from their preferred denition of all residues with an atom within 6 Å of a heavy atom of the crystal ligand. Under this tight pocket denition Uni-Mol performs bet"
paper_021,PoseBusters: AI-based docking methods fail to generate physically valid poses or generalise to novel sequences,datasets,Astex Diverse,supported,2,add,Supported dataset or benchmark value absent from the original gold row.,"ing methods (Deep- Dock,6 DiﬀDock,7 EquiBind,8 TankBind,9 and Uni-Mol10) and two standard non-DL-based docking methods (AutoDock Vina12 and Gold26). These poses were generated by re-docking the cognate ligands of the 85 protein–ligand crystal complexes in the Astex Diverse set27 and 308 ligands of the protein–ligand crystal complexes in the PoseBusters Benchmark set, a new set of complexes released from 2021 onwards, into their cognate receptor crystal structures. On the commonly-used Astex Diverse set, the DL-based docking met"
paper_021,PoseBusters: AI-based docking methods fail to generate physically valid poses or generalise to novel sequences,datasets,PDBBind 2019,supported,3,add,Supported dataset or benchmark value absent from the original gold row.,"atoms are within a user-dened distance from Table 2 Data sets used to train the selected ﬁve machine learning-based docking methods. All ﬁve DL-based methods were trained on subsets of the PDBBind 2020 General Set Method Training and validation set DeepDock PDBBind 2019 General Set without complexes included in CASF-2016 or those that fail pre-processing— 16 367 complexes DiﬀDock, EquiBind PDBbind 2020 General Set keeping complexes published before 2019 and without those with ligands found in test set—17 347 complexes TankBi"
paper_021,PoseBusters: AI-based docking methods fail to generate physically valid poses or generalise to novel sequences,datasets,PDBBind 2020,supported,7,add,Supported dataset or benchmark value absent from the original gold row.,"e (22%) but struggles to predict planar aromatic rings and correct bond lengths. Fig. 4 shows the results of the docking methods on the PoseBusters Benchmark set but stratied by the target protein receptor's maximum sequence identity with the proteins in the PDBbind 2020 General Set.30 As the DL-based methods were all trained on subsets of the PDBbind 2020 General Set, this roughly quanties how diﬀerent the test set protein targets are from those that the methods were trained on. We bin the test cases into three categories l"
paper_021,PoseBusters: AI-based docking methods fail to generate physically valid poses or generalise to novel sequences,datasets,CASF,supported,3,add,Supported dataset or benchmark value absent from the original gold row.,"ata sets used to train the selected ﬁve machine learning-based docking methods. All ﬁve DL-based methods were trained on subsets of the PDBBind 2020 General Set Method Training and validation set DeepDock PDBBind 2019 General Set without complexes included in CASF-2016 or those that fail pre-processing— 16 367 complexes DiﬀDock, EquiBind PDBbind 2020 General Set keeping complexes published before 2019 and without those with ligands found in test set—17 347 complexes TankBind PDBbind 2020 General Set keeping complexes p"
paper_021,PoseBusters: AI-based docking methods fail to generate physically valid poses or generalise to novel sequences,models_or_methods,trigonometry-aware neural network,supported,2,add,Supported method/component with proposed-method context.,s of the mesh of the surface of the binding pocket. DiﬀDock7 uses equivariant graph neural networks in a diﬀusion process for blind docking. EquiBind8 applies equivariant graph neural networks for blind docking. TankBind9 is a blind docking method that uses a trigonometry-aware neural network for docking in each pocket predicted by a binding pocket predic- tion method. Uni-Mol10 carries out docking with SE3- Table 1 Selected DL-based docking methods. The selection includes ﬁve methodologically diﬀerent DL-based docking methods published over the l
paper_021,PoseBusters: AI-based docking methods fail to generate physically valid poses or generalise to novel sequences,metrics,PoseBusters checks,supported,3,add,Supported metric value absent from the original gold row.,"ligands, an SDF le containing the true ligand(s), and a PDB le containing the protein with any cofactors. The three les are loaded into RDKit molecule objects with the sanitisation option turned oﬀ. 2.2.1 Chemical validity and consistency. The rst test in PoseBusters checks whether the ligand passes the RDKit's sanitisation. The RDKit's sanitisation processes information on the valency, aromaticity, radicals, conjugation, hybridization, chirality tags, and protonation to check whether a molecule can be represented as an octet-co"
paper_021,PoseBusters: AI-based docking methods fail to generate physically valid poses or generalise to novel sequences,metrics,chemical validity,supported,2,add,Supported metric value absent from the original gold row.,"ment, inconsistent bonding patterns, missing functional groups, and unlikely ionisation states.19 The problem of checking chemical plausibility has also come up in de novo molecule generation, where Brown et al. proposed a test suite including checks for the chemical validity of any proposed molecule.20 For docking, the focus is less on stability and synthetic accessibility of a molecular structure as it is hoped that these have been tested prior to attempting docking, but more on chemical consistency and physical realism of the p"
paper_021,PoseBusters: AI-based docking methods fail to generate physically valid poses or generalise to novel sequences,metrics,steric clashes,supported,5,add,Supported metric value absent from the original gold row.,"eshold that denes how much overlap constitutes a clash. A threshold is necessary because many crystal structures already contain clashes. For example, Verdonk et al. found that 81 out of 305 selected high-quality protein–ligand complexes from the PDB contain steric clashes.26 The overlap threshold is 7.5% for all molecule pairings and the scaling factor is 0.8 for protein– ligand and organic cofactor–ligand pairings and 0.5 for inor- ganic cofactor–ligand pairings. 2.3 Quality of t PoseBusters calculates the minimum heavy-atom"
paper_022,TANKBind: Trigonometry-Aware Neural Networks for Drug-Protein Binding Structure Prediction,models_or_methods,EquiBind,supported,3,review,This looks like a comparison/baseline/tool name; confirm before treating it as the paper method.,"een previously obtained by experimental or docking approaches Jiménez et al. [2018], Lim et al. [2019], Morrone et al. [2020]. The former ones are less interpretable while the latter requires data involved in vast experimental costs and labour. More recently, EquiBind Stärk et al. [2022] takes a new approach by directly predicting the key points on both the protein and the compound, and aligning their key points through the ingeniously designed optimal transport loss. However, this method may generate compound structures c"
paper_022,TANKBind: Trigonometry-Aware Neural Networks for Drug-Protein Binding Structure Prediction,metrics,binding affinity,supported,5,review,Generic metric label; confirm whether the paper reports it as a main evaluation metric.,"try update, the self-attention modulation, and the non-linear transition module. Layernorm is applied on every input z(ℓ) ij and a 25% dropout is applied to the trigonometry update and self-attention modulation during training. The final outputs, drug-protein binding affinity, ˆa = Pn i=1 Pm j=1 Linear(z(L) ij ) , and inter-molecular distance map, Dpred ij = g(z(L) ij )Linear(z(L) ij ), are predicted directly based on the last layer embedding z(L) ij , where L is the number of module stacks. 3.4 Design of binding interaction and a"
paper_023,DynamicBind: Predicting Ligand-Specific Protein-Ligand Complex Structure with a Deep Equivariant Generative Model,task,https://doi.org/10.1038/s41467-024-45461-2.,weak,13,review,Only weak lexical evidence was found; human review required.,"r indirectly for Galixir Technologies. S.Z. was a former employee of Galixir Tech- nologies. The remaining authors declare no competing interests. Additional information Supplementary information The online version contains supplementary material available at https://doi.org/10.1038/s41467-024-45461-2. Correspondence and requests for materials should be addressed to Wei Lu, Jixian Zhang or Shuangjia Zheng. Peer review information Nature Communications thanks the anon- ymous reviewers for their contribution to the peer review of this work. A peer review ﬁle"
paper_023,DynamicBind: Predicting Ligand-Specific Protein-Ligand Complex Structure with a Deep Equivariant Generative Model,datasets,PoseBusters,weak,13,review,Only weak lexical evidence was found; human review required.,"efungin. Nat. Commun. 11, 3717 (2020). 46. Cimermancic, P. et al. Cryptosite: expanding the druggable pro- teome by characterization and prediction of cryptic binding sites. J. Mol. Biol. 428, 709–719 (2016). 47. Buttenschoen, M., Morris, G. M. & Deane, C. M. Posebusters: Ai- based docking methods fail to generate physically valid poses or generalise to novel sequences. Chem. Sci. (2023). 48. Bryant, P., Kelkar, A., Guljas, A., Clementi, C. & Noé, F. Structure prediction of protein-ligand complexes from sequence information w"
paper_023,DynamicBind: Predicting Ligand-Specific Protein-Ligand Complex Structure with a Deep Equivariant Generative Model,models_or_methods,DiffDock,supported,4,review,This looks like a comparison/baseline/tool name; confirm before treating it as the paper method.,"in the absence of an ideal selection model, our method considerably outperforms DiffDock and the top force ﬁeld-based method, GLIDE. Due to the variability in the number of samples produced by Glide, often because of its ﬁltering scheme eliminating unrealistic con- formations, Glide’s best performance is represented using a ﬂat line. This line re"
paper_023,DynamicBind: Predicting Ligand-Specific Protein-Ligand Complex Structure with a Deep Equivariant Generative Model,metrics,success rate,supported,3,review,Generic metric label; confirm whether the paper reports it as a main evaluation metric.,"can impede interaction analysis in structure- based drug design, obscuring crucial molecular interactions and complicating the design of molecule improvements. Consequently, we use both ligand RMSD and clash scores (as deﬁned by Hekkelman et al.14) to assess success rates. Figure 2c, shows the success rates using both a stringent criterion, ligand RMSD < 2 Å, clash score <0.35, and a more relaxed criterion, ligand RMSD < 5 Å, clash score < 0.5. The suc- cess rate of DynamicBind (0.33) is 1.7 times higher than the best baselin"
paper_023,DynamicBind: Predicting Ligand-Specific Protein-Ligand Complex Structure with a Deep Equivariant Generative Model,metrics,RMSD < 2 Å success rate,supported,3,add,Supported metric value absent from the original gold row.,"NA) that strictly enforce Van der Waals forces. Signiﬁcant clashes can impede interaction analysis in structure- based drug design, obscuring crucial molecular interactions and complicating the design of molecule improvements. Consequently, we use both ligand RMSD and clash scores (as deﬁned by Hekkelman et al.14) to assess success rates. Figure 2c, shows the success rates using both a stringent criterion, ligand RMSD < 2 Å, clash score <0.35, and a more relaxed criterion, ligand RMSD < 5 Å, clash score < 0.5. The s"
paper_023,DynamicBind: Predicting Ligand-Specific Protein-Ligand Complex Structure with a Deep Equivariant Generative Model,metrics,RMSD < 5 Å success rate,supported,3,add,Supported metric value absent from the original gold row.,"NA) that strictly enforce Van der Waals forces. Signiﬁcant clashes can impede interaction analysis in structure- based drug design, obscuring crucial molecular interactions and complicating the design of molecule improvements. Consequently, we use both ligand RMSD and clash scores (as deﬁned by Hekkelman et al.14) to assess success rates. Figure 2c, shows the success rates using both a stringent criterion, ligand RMSD < 2 Å, clash score <0.35, and a more relaxed criterion, ligand RMSD < 5 Å, clash score < 0.5. The s"
paper_023,DynamicBind: Predicting Ligand-Specific Protein-Ligand Complex Structure with a Deep Equivariant Generative Model,metrics,runtime,supported,9,review,Generic metric label; confirm whether the paper reports it as a main evaluation metric.,"nteraction. In the ligand’s intra-interaction, the representation of each ligand atom is updated by other ligand atoms within a distance of 5 Å. For the protein, each amino acid is updated by other amino acids within a distance of 15 Å. To reduce the training runtime and memory usage of the model, a maximum of 24 neighbors is allowed for each residue. The edges for inter-interaction are determined based on whether an amino acid is within a distance of (3σtr + 12) Å from any ligand atom, where σtr is the current stan- dard"
paper_024,Accurate Structure Prediction of Biomolecular Interactions with AlphaFold 3,task,Nature,supported,3,review,Task labels are interpretive and should be curated manually.,"Nature | Vol 630 | 13 June 2024 | 495 The diffusion module (Fig. 2b and Supplementary Methods 3.7) oper- ates directly on raw atom coordinates, and on a coarse abstract token representation, without rotational frames or any equivariant process- ing. We had observed"
paper_024,Accurate Structure Prediction of Biomolecular Interactions with AlphaFold 3,task,Vol 630,supported,3,review,Task labels are interpretive and should be curated manually.,"Nature | Vol 630 | 13 June 2024 | 495 The diffusion module (Fig. 2b and Supplementary Methods 3.7) oper- ates directly on raw atom coordinates, and on a coarse abstract token representation, without rotational frames or any equivariant process- ing. We had observed in AF2 tha"
paper_024,Accurate Structure Prediction of Biomolecular Interactions with AlphaFold 3,task,13 June 2024,supported,3,review,Task labels are interpretive and should be curated manually.,"Nature | Vol 630 | 13 June 2024 | 495 The diffusion module (Fig. 2b and Supplementary Methods 3.7) oper- ates directly on raw atom coordinates, and on a coarse abstract token representation, without rotational frames or any equivariant process- ing. We had observed in AF2 that removing most"
paper_024,Accurate Structure Prediction of Biomolecular Interactions with AlphaFold 3,datasets,MIMIC,supported,4,add,Supported dataset or benchmark value absent from the original gold row.,"od in which we enrich the training data with structures predicted by AlphaFold-Multimer (v.2.3)7,8. In these structures, unstructured regions are typically represented by long extended loops instead of compact structures, and training on them ‘teaches’ AF3 to mimic this behaviour. This cross-distillation greatly reduced the hallucination behaviour of AF3 (Extended Data Fig. 1 for disorder prediction results on the CAID 236 benchmark set). We also developed confidence measures that predict the atom-level and pairwise err"
paper_024,Accurate Structure Prediction of Biomolecular Interactions with AlphaFold 3,models_or_methods,confidence head,supported,4,review,Method evidence does not clearly say it is the paper's proposed method.,"ructure prediction generation during training (using a larger step size than normal; Fig. 2c (mini-rollout)). This pre- dicted structure is then used to permute the symmetric ground-truth chains and ligands, and to compute the performance metrics to train the confidence head. The confidence head uses the pairwise representa- tion to predict a modified local distance difference test (pLDDT) and a predicted aligned error (PAE) matrix as in AF2, as well as a distance error matrix (PDE), which is the error in the distance matrix of t"
paper_024,Accurate Structure Prediction of Biomolecular Interactions with AlphaFold 3,models_or_methods,PoseBusters,supported,2,review,This looks like a comparison/baseline/tool name; confirm before treating it as the paper method.,"n together with the input representation are passed to the new diffusion module (Fig. 2b) that replaces the structure module of AF2. a b c AF3 2019 cut-off n = 428 AutoDock Vina n = 428 RoseTTAFold All-Atom n = 427 0 20 40 60 80 100 Success (%) *** ** Ligands PoseBusters set PDB protein–RNA n = 25 PDB protein–dsDNA n = 38 CASP15 RNA n = 8 ** *** Nucleic acids AF3 RoseTTAFold2NA AIchemy_RNA2 (has human input) Bonded ligands n = 66 Glycosylation n = 28 Modifed residues Covalent modifcations All protein–protein n = 1,064 Protein"
paper_024,Accurate Structure Prediction of Biomolecular Interactions with AlphaFold 3,models_or_methods,pLDDT,supported,4,review,Method evidence does not clearly say it is the paper's proposed method.,"structure is then used to permute the symmetric ground-truth chains and ligands, and to compute the performance metrics to train the confidence head. The confidence head uses the pairwise representa- tion to predict a modified local distance difference test (pLDDT) and a predicted aligned error (PAE) matrix as in AF2, as well as a distance error matrix (PDE), which is the error in the distance matrix of the predicted structure as compared to the true structure (details are provided in Supplementary Methods 4.3). Figure"
